Sveitarfélag,Tegundlóða,Lóðasvæði,Staða,Athugasemdir,Smásvæði,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,Samtals
Reykjavíkurborg,Fjölbýli,Keldur,Þróunar- og framtíðarsvæði,Skipulagsferli - forvinna,,0.0,0.0,0.0,200.0,200.0,200.0,200.0,300.0,300.0,300.0,300.0,2000.0
Reykjavíkurborg,Fjölbýli,Kjalarnes - Jörfagrund,Samþykkt deiliskipulag,,,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
Reykjavíkurborg,Fjölbýli,Kringlan - II-V,Þróunar- og framtíðarsvæði,Framtíðarsvæði,,0.0,0.0,0.0,0.0,0.0,230.0,100.0,100.0,100.0,100.0,0.0,630.0
Reykjavíkurborg,Fjölbýli,Laugardalur - Laugavegur 157,Byggingarhæf lóð,Byggingarhæf,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Reykjavíkurborg,Fjölbýli,Laugardalur - Sóltún 2-4,Byggingarhæf lóð,Undir lóðarhafa komið hvenær framkvæmdir hefjast,,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
Reykjavíkurborg,Fjölbýli,Miðborg - Bergstaðastræti 18,Byggingarhæf lóð,Í byggingu - viðbygging,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Reykjavíkurborg,Fjölbýli,Skerjafjörður I,Samþykkt deiliskipulag,Þróunarreitur,,0.0,201.0,210.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,691.0
Reykjavíkurborg,Fjölbýli,Vogabyggð I - Stefnisvogur 36,Byggingarhæf lóð,,,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
Reykjavíkurborg,Fjölbýli,Ártúnshöfði I - Krossamýrartorg - Eirhöfði 7,Byggingarhæf lóð,Í byggingu,,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
Reykjavíkurborg,Fjölbýli,Breiðholt - Arnarbakki,Samþykkt deiliskipulag,Óbyggingarhæfar lóðir - samningar,,0.0,65.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
Kópavogsbær,Fjölbýli,"Glaðheimar, vesturhluti",Samþykkt deiliskipulag,,,0.0,0.0,468.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
Kópavogsbær,Fjölbýli,"Auðbrekka, þróunarsvæði",Þróunar- og framtíðarsvæði,,,0.0,100.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0
Kópavogsbær,Fjölbýli,Hafnarbraut 17-23,Byggingarhæf lóð í biðstöðu,Samþykkt deiliskipulag 2018,,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
Kópavogsbær,Fjölbýli,Vesturvör 22-24,Byggingarhæf lóð í biðstöðu,Samþykkt deiliskipulag 2018,,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
Kópavogsbær,Fjölbýli,Fannborgarreitur,Samþykkt deiliskipulag,,,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0
Kópavogsbær,Fjölbýli,"Kársnes, þróunarsvæði",Þróunar- og framtíðarsvæði,,,200.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,900.0
Kópavogsbær,Einbýli,Vatnsendahvarf,Samþykkt deiliskipulag,,,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
Kópavogsbær,Fjölbýli,Vatnsendahvarf,Samþykkt deiliskipulag,,,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0
Kópavogsbær,Parhús/raðhús/tvíbýli,Vatnsendahlíð,Þróunar- og framtíðarsvæði,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,400.0
Kópavogsbær,Fjölbýli,Vatnsendahlíð,Þróunar- og framtíðarsvæði,,,0.0,0.0,0.0,0.0,180.0,0.0,0.0,320.0,0.0,0.0,0.0,500.0
Kópavogsbær,Parhús/raðhús/tvíbýli,Vatnsendahvarf,Samþykkt deiliskipulag,,,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0
Kópavogsbær,Fjölbýli,Traðarreitir vestari,Samþykkt deiliskipulag,,,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0
Garðabær,Parhús/raðhús/tvíbýli,Kumlamýri,Byggingarhæf lóð,,,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
Garðabær,Einbýli,Hnoðraholt suður einbýli,Þróunar- og framtíðarsvæði,Samkvæmt rammahluta aðalskipulags.,,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,30.0
Garðabær,Parhús/raðhús/tvíbýli,Garðahverfi,Samþykkt deiliskipulag,,,0.0,0.0,0.0,0.0,0.0,18.0,10.0,0.0,0.0,0.0,0.0,28.0
Garðabær,Fjölbýli,Breiðamýri Álftanesi,Byggingarhæf lóð,,,168.0,56.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0
Garðabær,Fjölbýli,"Hnoðraholt norður, Þorraholt",Byggingarhæf lóð,Heimild er fyrir því að byggja 220 íbúðir í dsk. og uppbygging mun dreifast milli áranna 2023- 2026.,,0.0,30.0,100.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0
Garðabær,Fjölbýli,Lyngás þróunarsvæði,Þróunar- og framtíðarsvæði,Gildandi aðalskipulag gerir ráð fyrir uppbygigngu 600 nýrra íbúða. Getur breytst verulega.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,300.0
Garðabær,Parhús/raðhús/tvíbýli,Víðiholt,Byggingarhæf lóð,Heimild er fyrir því að byggja 50 íbúðir í dsk. og uppbygging mun dreifast milli áranna 2023- 2025.,,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Garðabær,Fjölbýli,Eskiás,Byggingarhæf lóð,,,114.0,40.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0
Garðabær,Fjölbýli,Hnoðraholt suður,Þróunar- og framtíðarsvæði,,,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,0.0,0.0,0.0,600.0
Garðabær,Einbýli,Helguvík,Samþykkt deiliskipulag,,,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0
Garðabær,Einbýli,Prýðahverfi-suður,Byggingarhæf lóð,Deiliskipulag síðan 2002,,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Garðabær,Fjölbýli,Miðbær Hörgatún,Þróunar- og framtíðarsvæði,,,0.0,0.0,0.0,0.0,30.0,36.0,0.0,0.0,0.0,0.0,0.0,66.0
Garðabær,Fjölbýli,Vetrarmýri,Byggingarhæf lóð,Uppbygging mun dreifast milli áranna 2023- 2028,,100.0,195.0,200.0,200.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,795.0
Garðabær,Einbýli,Hnoðraholt norður,Byggingarhæf lóð,,,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
Garðabær,Fjölbýli,Víðiholt,Byggingarhæf lóð,,,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
Garðabær,Parhús/raðhús/tvíbýli,Hnoðraholt norður,Byggingarhæf lóð,,,21.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
Garðabær,Fjölbýli,Arnarland,Þróunar- og framtíðarsvæði,Með fyrirvara um breytingar.,,0.0,0.0,0.0,50.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,350.0
Garðabær,Fjölbýli,Hnoðraholt norður,Byggingarhæf lóð,,,119.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0
Garðabær,Einbýli,Norðurnes á Álftanesi,Þróunar- og framtíðarsvæði,,,0.0,0.0,0.0,0.0,0.0,0.0,40.0,34.0,0.0,0.0,0.0,74.0
Garðabær,Fjölbýli,"Urriðaholt, norðurhluti 4",Byggingarhæf lóð,,,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0
Garðabær,Parhús/raðhús/tvíbýli,Krókur,Byggingarhæf lóð,,,0.0,25.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0
Hafnarfjarðarkaupstaður,Einbýli,Hringbraut 54A,Byggingarhæf lóð,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hafnarfjarðarkaupstaður,Einbýli,Skarðshlíð,Byggingarhæf lóð,,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Hafnarfjarðarkaupstaður,Parhús/raðhús/tvíbýli,Ásland 4,Byggingarhæf lóð,,,50.0,50.0,50.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hamranes Þróunarreitir - 2 austursvæði, reitur 19 B, Lifandi byggingar",Byggingarhæf lóð,,,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hamranes Þróunarreitir - 3 áfangi, reitur 30 B, ÞG Verktakar",Byggingarhæf lóð,,,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hamranes, Verktakablokkir",Byggingarhæf lóð,,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hraun-Vestur, reitur 1",Byggingarhæf lóð,,,0.0,50.0,170.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0
Hafnarfjarðarkaupstaður,Fjölbýli,Hafnarsvæði -Hvaleyrarbraut 26-30,Þróunar- og framtíðarsvæði,,,0.0,0.0,70.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0
Hafnarfjarðarkaupstaður,Einbýli,Ásland 4,Byggingarhæf lóð,,,0.0,65.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hamranes Þróunarreitir - 3 áfangi, reitur 27 B, Lindarbyggð/MótX",Byggingarhæf lóð,,,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
Hafnarfjarðarkaupstaður,Fjölbýli,Hrafnista- Hraunvangur,Þróunar- og framtíðarsvæði,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Hafnarfjarðarkaupstaður,Fjölbýli,Suðurgata 44,Samþykkt deiliskipulag,,,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Hafnarfjarðarkaupstaður,Parhús/raðhús/tvíbýli,"Hjallabraut, raðhús",Byggingarhæf lóð,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hamranes Þróunarreitir - 1 vestursvæði, reitur 7A, XP3 ehf.",Byggingarhæf lóð,,,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
Hafnarfjarðarkaupstaður,Einbýli,"Hjallabraut, einbýli",Byggingarhæf lóð,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Hafnarfjarðarkaupstaður,Parhús/raðhús/tvíbýli,Skarðshlíð,Byggingarhæf lóð,,,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hamranes Þróunarreitir - 1 vestursvæði, reitur 1A og 2A, Varmárbyggð",Byggingarhæf lóð,,,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hamranes Þróunarreitir - 1 vestursvæði, reitur 3A, Skuggi 6",Byggingarhæf lóð,,,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hamranes Þróunarreitir - 1 vestursvæði, reitur 9A, Hamravellir",Byggingarhæf lóð,,,25.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
Hafnarfjarðarkaupstaður,Einbýli,Vatnshlíð,Þróunar- og framtíðarsvæði,,,0.0,0.0,0.0,0.0,30.0,30.0,40.0,40.0,0.0,0.0,0.0,140.0
Hafnarfjarðarkaupstaður,Fjölbýli,Hafnarsvæði - Flensborgarhöfn,Þróunar- og framtíðarsvæði,,,0.0,0.0,50.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hamranes Þróunarreitir - 2 austursvæði, reitur 25 B, Hamranesbyggingar ehf.",Byggingarhæf lóð,,,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
Hafnarfjarðarkaupstaður,Fjölbýli,Hafnarsvæði - Hvaleyrarbraut 20-24,Þróunar- og framtíðarsvæði,,,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hamranes Þróunarreitir - 2 austursvæði, reitur 20 B, Þingvangur ehf.",Byggingarhæf lóð,,,47.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hamranes Þróunarreitir - 2 austursvæði, reitur 21 B, Byggingarfélag Hafnarfjarðar/MótX",Byggingarhæf lóð,,,33.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hamranes Þróunarreitir - 3 áfangi, reitur 29 B, BYGG",Byggingarhæf lóð,,,23.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hamranes Þróunarreitir - 3 áfangi, reitur 31 C, Skuggi 6",Byggingarhæf lóð,,,28.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hamranes Þróunarreitir - 3 áfangi, reitur 32 C,",Þróunar- og framtíðarsvæði,,,0.0,27.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hamranes Þróunarreitir - 3 áfangi, reitur 33 C, Flotgólf",Byggingarhæf lóð,,,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hraun-Vestur, næstu hverfi",Þróunar- og framtíðarsvæði,,,0.0,0.0,0.0,250.0,250.0,250.0,250.0,200.0,200.0,200.0,200.0,1800.0
Hafnarfjarðarkaupstaður,Fjölbýli,Stekkjarberg 11,Byggingarhæf lóð,,,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
Hafnarfjarðarkaupstaður,Parhús/raðhús/tvíbýli,"Hlíðarbraut, parhús",Byggingarhæf lóð,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Hafnarfjarðarkaupstaður,Einbýli,Setberg - Norðuröxl Fjárhúsholt,Samþykkt deiliskipulag,,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hamranes Þróunarreitir - 3 áfangi, reitur 26 B Ístak",Byggingarhæf lóð,,,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
Hafnarfjarðarkaupstaður,Fjölbýli,Hamranes þróunarreitir - Reitur 6A Þarfaþing,Byggingarhæf lóð,,,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
Hafnarfjarðarkaupstaður,Parhús/raðhús/tvíbýli,Vatnshlíð,Þróunar- og framtíðarsvæði,,,0.0,0.0,0.0,45.0,45.0,45.0,60.0,60.0,0.0,0.0,0.0,255.0
Hafnarfjarðarkaupstaður,Fjölbýli,Hafnarsvæði - Óseyrarbraut og Hvaleyrarbraut,Þróunar- og framtíðarsvæði,,,0.0,0.0,200.0,200.0,200.0,100.0,0.0,0.0,0.0,0.0,0.0,700.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hamranes Þróunarreitir - 1 vestursvæði, reitur 4A, Grænanes",Byggingarhæf lóð,,,38.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hamranes Þróunarreitir - 1 vestursvæði, reitur 8A, Vilhjálmur",Byggingarhæf lóð,,,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hamranes, Bjarg",Byggingarhæf lóð,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hafnarfjarðarkaupstaður,Fjölbýli,Skarðshlíð,Byggingarhæf lóð,,,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
Hafnarfjarðarkaupstaður,Fjölbýli,Vatnshlíð,Þróunar- og framtíðarsvæði,,,0.0,0.0,0.0,0.0,75.0,105.0,100.0,100.0,75.0,0.0,0.0,455.0
Hafnarfjarðarkaupstaður,Fjölbýli,Ásvellir 3,Byggingarhæf lóð,,,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
Hafnarfjarðarkaupstaður,Parhús/raðhús/tvíbýli,Stekkjarberg 9,Byggingarhæf lóð,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hafnarfjarðarkaupstaður,Einbýli,"Hlíðarbraut, einbýli",Byggingarhæf lóð,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hraun-Vestur, Trönuhraun o.fl.",Þróunar- og framtíðarsvæði,,,0.0,0.0,50.0,125.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0
Hafnarfjarðarkaupstaður,Fjölbýli,Lækjargata 2,Byggingarhæf lóð,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hafnarfjarðarkaupstaður,Fjölbýli,Miðbær Strandgata - Linnetsstígur,Byggingarhæf lóð,,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
Hafnarfjarðarkaupstaður,Fjölbýli,Selhraun suður,Byggingarhæf lóð,,,100.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0
Hafnarfjarðarkaupstaður,Fjölbýli,"Hamranes Þróunarreitir - 3 áfangi, reitur 28 B, Dverghamrar",Byggingarhæf lóð,,,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
Mosfellsbær,Parhús/raðhús/tvíbýli,Helgafellshverfi 5. áfangi,Byggingarhæf lóð,,,37.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
Mosfellsbær,Fjölbýli,Helgafellshverfi 5. áfangi,Byggingarhæf lóð,,,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
Mosfellsbær,Einbýli,Helgafellshverfi 5. áfangi,Byggingarhæf lóð,,,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
Mosfellsbær,Einbýli,Helgafellshverfi 6. áfangi,Þróunar- og framtíðarsvæði,,,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
Mosfellsbær,Parhús/raðhús/tvíbýli,Helgafellshverfi 6. áfangi,Þróunar- og framtíðarsvæði,,,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
Mosfellsbær,Einbýli,Hamraborg - Langitangi,Byggingarhæf lóð,,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Mosfellsbær,Fjölbýli,Hamraborg - Langitangi 9-13,Byggingarhæf lóð,,,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Mosfellsbær,Einbýli,Fossatunga,Byggingarhæf lóð,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Mosfellsbær,Parhús/raðhús/tvíbýli,Hamraborg - Langitangi,Byggingarhæf lóð,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
Seltjarnarnesbær,Parhús/raðhús/tvíbýli,Þétting byggðar,Þróunar- og framtíðarsvæði,Hér og þar í bænum,,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,4.0,18.0
Seltjarnarnesbær,Einbýli,Þétting/lausar lóðir,Byggingarhæf lóð í biðstöðu,Hér og þar í bænum,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,9.0
Seltjarnarnesbær,Fjölbýli,Byggarðar,Samþykkt deiliskipulag,,,27.0,24.0,19.0,10.0,6.0,5.0,4.0,3.0,0.0,0.0,0.0,98.0
